"Year","Area_type","Area_code","Area_description","Ethnic_group_total_responses_code","Ethnic_group_total_responses_description","Census_usually_resident_population_count","Ethnic_group_total_responses_percent"
2018,"Statistical Area 2","217400","Westown","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","217400","Westown","Total","Total","4404",".."
2018,"Statistical Area 2","217400","Westown","Total stated","Total stated","4404","100.0"
2018,"Statistical Area 2","217500","Bell Block West","1","European","3267"," 77.0"
2018,"Statistical Area 2","217500","Bell Block West","2","Maori","801"," 18.9"
2018,"Statistical Area 2","217500","Bell Block West","3","Pacific peoples","162","  3.8"
2018,"Statistical Area 2","217500","Bell Block West","4","Asian","513"," 12.1"
2018,"Statistical Area 2","217500","Bell Block West","5","Middle Eastern/Latin American/African","39","  0.9"
2018,"Statistical Area 2","217500","Bell Block West","6","Other ethnicity","54","  1.3"
2018,"Statistical Area 2","217500","Bell Block West","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","217500","Bell Block West","Total","Total","4242",".."
2018,"Statistical Area 2","217500","Bell Block West","Total stated","Total stated","4242","100.0"
2018,"Statistical Area 2","217600","Bell Block East","1","European","2337"," 83.5"
2018,"Statistical Area 2","217600","Bell Block East","2","Maori","486"," 17.4"
2018,"Statistical Area 2","217600","Bell Block East","3","Pacific peoples","105","  3.8"
2018,"Statistical Area 2","217600","Bell Block East","4","Asian","243","  8.7"
2018,"Statistical Area 2","217600","Bell Block East","5","Middle Eastern/Latin American/African","27","  1.0"
2018,"Statistical Area 2","217600","Bell Block East","6","Other ethnicity","30","  1.1"
2018,"Statistical Area 2","217600","Bell Block East","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","217600","Bell Block East","Total","Total","2799",".."
2018,"Statistical Area 2","217600","Bell Block East","Total stated","Total stated","2799","100.0"
2018,"Statistical Area 2","217700","Waiwhakaiho-Bell Block South","1","European","84"," 80.0"
2018,"Statistical Area 2","217700","Waiwhakaiho-Bell Block South","2","Maori","21"," 20.0"
2018,"Statistical Area 2","217700","Waiwhakaiho-Bell Block South","3","Pacific peoples","0","  0.0"
2018,"Statistical Area 2","217700","Waiwhakaiho-Bell Block South","4","Asian","9","  8.6"
2018,"Statistical Area 2","217700","Waiwhakaiho-Bell Block South","5","Middle Eastern/Latin American/African","0","  0.0"
2018,"Statistical Area 2","217700","Waiwhakaiho-Bell Block South","6","Other ethnicity","3","  2.9"
2018,"Statistical Area 2","217700","Waiwhakaiho-Bell Block South","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","217700","Waiwhakaiho-Bell Block South","Total","Total","105",".."
2018,"Statistical Area 2","217700","Waiwhakaiho-Bell Block South","Total stated","Total stated","105","100.0"
2018,"Statistical Area 2","217800","Lower Vogeltown","1","European","2532"," 88.4"
2018,"Statistical Area 2","217800","Lower Vogeltown","2","Maori","396"," 13.8"
2018,"Statistical Area 2","217800","Lower Vogeltown","3","Pacific peoples","81","  2.8"
2018,"Statistical Area 2","217800","Lower Vogeltown","4","Asian","138","  4.8"
2018,"Statistical Area 2","217800","Lower Vogeltown","5","Middle Eastern/Latin American/African","21","  0.7"
2018,"Statistical Area 2","217800","Lower Vogeltown","6","Other ethnicity","48","  1.7"
2018,"Statistical Area 2","217800","Lower Vogeltown","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","217800","Lower Vogeltown","Total","Total","2865",".."
2018,"Statistical Area 2","217800","Lower Vogeltown","Total stated","Total stated","2865","100.0"
2018,"Statistical Area 2","217900","Hurdon","1","European","1992"," 89.7"
2018,"Statistical Area 2","217900","Hurdon","2","Maori","267"," 12.0"
2018,"Statistical Area 2","217900","Hurdon","3","Pacific peoples","33","  1.5"
2018,"Statistical Area 2","217900","Hurdon","4","Asian","102","  4.6"
2018,"Statistical Area 2","217900","Hurdon","5","Middle Eastern/Latin American/African","9","  0.4"
2018,"Statistical Area 2","217900","Hurdon","6","Other ethnicity","27","  1.2"
2018,"Statistical Area 2","217900","Hurdon","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","217900","Hurdon","Total","Total","2220",".."
2018,"Statistical Area 2","217900","Hurdon","Total stated","Total stated","2220","100.0"
2018,"Statistical Area 2","218000","Frankleigh Park","1","European","2646"," 88.8"
2018,"Statistical Area 2","218000","Frankleigh Park","2","Maori","444"," 14.9"
2018,"Statistical Area 2","218000","Frankleigh Park","3","Pacific peoples","57","  1.9"
2018,"Statistical Area 2","218000","Frankleigh Park","4","Asian","153","  5.1"
2018,"Statistical Area 2","218000","Frankleigh Park","5","Middle Eastern/Latin American/African","18","  0.6"
2018,"Statistical Area 2","218000","Frankleigh Park","6","Other ethnicity","36","  1.2"
2018,"Statistical Area 2","218000","Frankleigh Park","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","218000","Frankleigh Park","Total","Total","2979",".."
2018,"Statistical Area 2","218000","Frankleigh Park","Total stated","Total stated","2979","100.0"
2018,"Statistical Area 2","218100","Merrilands","1","European","2445"," 83.6"
2018,"Statistical Area 2","218100","Merrilands","2","Maori","429"," 14.7"
2018,"Statistical Area 2","218100","Merrilands","3","Pacific peoples","63","  2.2"
2018,"Statistical Area 2","218100","Merrilands","4","Asian","213","  7.3"
2018,"Statistical Area 2","218100","Merrilands","5","Middle Eastern/Latin American/African","21","  0.7"
2018,"Statistical Area 2","218100","Merrilands","6","Other ethnicity","48","  1.6"
2018,"Statistical Area 2","218100","Merrilands","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","218100","Merrilands","Total","Total","2925",".."
2018,"Statistical Area 2","218100","Merrilands","Total stated","Total stated","2925","100.0"
2018,"Statistical Area 2","218200","Ferndale","1","European","684"," 92.7"
2018,"Statistical Area 2","218200","Ferndale","2","Maori","81"," 11.0"
2018,"Statistical Area 2","218200","Ferndale","3","Pacific peoples","9","  1.2"
2018,"Statistical Area 2","218200","Ferndale","4","Asian","27","  3.7"
2018,"Statistical Area 2","218200","Ferndale","5","Middle Eastern/Latin American/African","9","  1.2"
2018,"Statistical Area 2","218200","Ferndale","6","Other ethnicity","12","  1.6"
2018,"Statistical Area 2","218200","Ferndale","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","218200","Ferndale","Total","Total","738",".."
2018,"Statistical Area 2","218200","Ferndale","Total stated","Total stated","738","100.0"
2018,"Statistical Area 2","218300","Welbourn","1","European","2760"," 84.6"
2018,"Statistical Area 2","218300","Welbourn","2","Maori","474"," 14.5"
2018,"Statistical Area 2","218300","Welbourn","3","Pacific peoples","81","  2.5"
2018,"Statistical Area 2","218300","Welbourn","4","Asian","258","  7.9"
2018,"Statistical Area 2","218300","Welbourn","5","Middle Eastern/Latin American/African","12","  0.4"
2018,"Statistical Area 2","218300","Welbourn","6","Other ethnicity","39","  1.2"
2018,"Statistical Area 2","218300","Welbourn","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","218300","Welbourn","Total","Total","3261",".."
2018,"Statistical Area 2","218300","Welbourn","Total stated","Total stated","3261","100.0"
2018,"Statistical Area 2","218400","Fitzroy-Glen Avon","1","European","3117"," 89.0"
2018,"Statistical Area 2","218400","Fitzroy-Glen Avon","2","Maori","525"," 15.0"
2018,"Statistical Area 2","218400","Fitzroy-Glen Avon","3","Pacific peoples","90","  2.6"
2018,"Statistical Area 2","218400","Fitzroy-Glen Avon","4","Asian","174","  5.0"
2018,"Statistical Area 2","218400","Fitzroy-Glen Avon","5","Middle Eastern/Latin American/African","27","  0.8"
2018,"Statistical Area 2","218400","Fitzroy-Glen Avon","6","Other ethnicity","42","  1.2"
2018,"Statistical Area 2","218400","Fitzroy-Glen Avon","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","218400","Fitzroy-Glen Avon","Total","Total","3504",".."
2018,"Statistical Area 2","218400","Fitzroy-Glen Avon","Total stated","Total stated","3504","100.0"
2018,"Statistical Area 2","218500","Waitara West","1","European","2916"," 72.7"
2018,"Statistical Area 2","218500","Waitara West","2","Maori","1704"," 42.5"
2018,"Statistical Area 2","218500","Waitara West","3","Pacific peoples","138","  3.4"
2018,"Statistical Area 2","218500","Waitara West","4","Asian","57","  1.4"
2018,"Statistical Area 2","218500","Waitara West","5","Middle Eastern/Latin American/African","6","  0.1"
2018,"Statistical Area 2","218500","Waitara West","6","Other ethnicity","57","  1.4"
2018,"Statistical Area 2","218500","Waitara West","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","218500","Waitara West","Total","Total","4011",".."
2018,"Statistical Area 2","218500","Waitara West","Total stated","Total stated","4011","100.0"
2018,"Statistical Area 2","218600","Upper Vogeltown","1","European","2409"," 87.8"
2018,"Statistical Area 2","218600","Upper Vogeltown","2","Maori","333"," 12.1"
2018,"Statistical Area 2","218600","Upper Vogeltown","3","Pacific peoples","45","  1.6"
2018,"Statistical Area 2","218600","Upper Vogeltown","4","Asian","126","  4.6"
2018,"Statistical Area 2","218600","Upper Vogeltown","5","Middle Eastern/Latin American/African","36","  1.3"
2018,"Statistical Area 2","218600","Upper Vogeltown","6","Other ethnicity","30","  1.1"
2018,"Statistical Area 2","218600","Upper Vogeltown","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","218600","Upper Vogeltown","Total","Total","2745",".."
2018,"Statistical Area 2","218600","Upper Vogeltown","Total stated","Total stated","2745","100.0"
2018,"Statistical Area 2","218700","Highlands Park (New Plymouth District)","1","European","2934"," 88.4"
2018,"Statistical Area 2","218700","Highlands Park (New Plymouth District)","2","Maori","240","  7.2"
2018,"Statistical Area 2","218700","Highlands Park (New Plymouth District)","3","Pacific peoples","27","  0.8"
2018,"Statistical Area 2","218700","Highlands Park (New Plymouth District)","4","Asian","234","  7.1"
2018,"Statistical Area 2","218700","Highlands Park (New Plymouth District)","5","Middle Eastern/Latin American/African","66","  2.0"
2018,"Statistical Area 2","218700","Highlands Park (New Plymouth District)","6","Other ethnicity","51","  1.5"
2018,"Statistical Area 2","218700","Highlands Park (New Plymouth District)","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","218700","Highlands Park (New Plymouth District)","Total","Total","3318",".."
2018,"Statistical Area 2","218700","Highlands Park (New Plymouth District)","Total stated","Total stated","3318","100.0"
2018,"Statistical Area 2","218800","Paraite","1","European","705"," 92.2"
2018,"Statistical Area 2","218800","Paraite","2","Maori","108"," 14.1"
2018,"Statistical Area 2","218800","Paraite","3","Pacific peoples","15","  2.0"
2018,"Statistical Area 2","218800","Paraite","4","Asian","12","  1.6"
2018,"Statistical Area 2","218800","Paraite","5","Middle Eastern/Latin American/African","6","  0.8"
2018,"Statistical Area 2","218800","Paraite","6","Other ethnicity","6","  0.8"
2018,"Statistical Area 2","218800","Paraite","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","218800","Paraite","Total","Total","765",".."
2018,"Statistical Area 2","218800","Paraite","Total stated","Total stated","765","100.0"
2018,"Statistical Area 2","218900","Waitara East","1","European","2091"," 71.9"
2018,"Statistical Area 2","218900","Waitara East","2","Maori","1281"," 44.1"
2018,"Statistical Area 2","218900","Waitara East","3","Pacific peoples","105","  3.6"
2018,"Statistical Area 2","218900","Waitara East","4","Asian","45","  1.5"
2018,"Statistical Area 2","218900","Waitara East","5","Middle Eastern/Latin American/African","9","  0.3"
2018,"Statistical Area 2","218900","Waitara East","6","Other ethnicity","36","  1.2"
2018,"Statistical Area 2","218900","Waitara East","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","218900","Waitara East","Total","Total","2907",".."
2018,"Statistical Area 2","218900","Waitara East","Total stated","Total stated","2907","100.0"
2018,"Statistical Area 2","219000","Lepperton-Brixton","1","European","1545"," 89.6"
2018,"Statistical Area 2","219000","Lepperton-Brixton","2","Maori","309"," 17.9"
2018,"Statistical Area 2","219000","Lepperton-Brixton","3","Pacific peoples","27","  1.6"
2018,"Statistical Area 2","219000","Lepperton-Brixton","4","Asian","48","  2.8"
2018,"Statistical Area 2","219000","Lepperton-Brixton","5","Middle Eastern/Latin American/African","15","  0.9"
2018,"Statistical Area 2","219000","Lepperton-Brixton","6","Other ethnicity","30","  1.7"
2018,"Statistical Area 2","219000","Lepperton-Brixton","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","219000","Lepperton-Brixton","Total","Total","1725",".."
2018,"Statistical Area 2","219000","Lepperton-Brixton","Total stated","Total stated","1725","100.0"
2018,"Statistical Area 2","219100","Mangorei","1","European","1917"," 95.9"
2018,"Statistical Area 2","219100","Mangorei","2","Maori","153","  7.7"
2018,"Statistical Area 2","219100","Mangorei","3","Pacific peoples","9","  0.5"
2018,"Statistical Area 2","219100","Mangorei","4","Asian","30","  1.5"
2018,"Statistical Area 2","219100","Mangorei","5","Middle Eastern/Latin American/African","12","  0.6"
2018,"Statistical Area 2","219100","Mangorei","6","Other ethnicity","27","  1.4"
2018,"Statistical Area 2","219100","Mangorei","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","219100","Mangorei","Total","Total","1998",".."
2018,"Statistical Area 2","219100","Mangorei","Total stated","Total stated","1998","100.0"
2018,"Statistical Area 2","219200","Mount Messenger","1","European","762"," 88.2"
2018,"Statistical Area 2","219200","Mount Messenger","2","Maori","195"," 22.6"
2018,"Statistical Area 2","219200","Mount Messenger","3","Pacific peoples","9","  1.0"
2018,"Statistical Area 2","219200","Mount Messenger","4","Asian","15","  1.7"
2018,"Statistical Area 2","219200","Mount Messenger","5","Middle Eastern/Latin American/African","0","  0.0"
2018,"Statistical Area 2","219200","Mount Messenger","6","Other ethnicity","24","  2.8"
2018,"Statistical Area 2","219200","Mount Messenger","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","219200","Mount Messenger","Total","Total","864",".."
2018,"Statistical Area 2","219200","Mount Messenger","Total stated","Total stated","864","100.0"
2018,"Statistical Area 2","219300","Mangaoraka","1","European","1719"," 94.6"
2018,"Statistical Area 2","219300","Mangaoraka","2","Maori","183"," 10.1"
2018,"Statistical Area 2","219300","Mangaoraka","3","Pacific peoples","24","  1.3"
2018,"Statistical Area 2","219300","Mangaoraka","4","Asian","18","  1.0"
2018,"Statistical Area 2","219300","Mangaoraka","5","Middle Eastern/Latin American/African","6","  0.3"
2018,"Statistical Area 2","219300","Mangaoraka","6","Other ethnicity","36","  2.0"
2018,"Statistical Area 2","219300","Mangaoraka","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","219300","Mangaoraka","Total","Total","1818",".."
2018,"Statistical Area 2","219300","Mangaoraka","Total stated","Total stated","1818","100.0"
2018,"Statistical Area 2","219400","Tikorangi","1","European","1716"," 90.2"
